osmid,latitude,longitude
1828109340,-21.141833,-47.7940869
1828109341,-21.1419414,-47.7834911
1828109342,-21.1419265,-47.7962862
1828109343,-21.1419913,-47.7984958
1828109347,-21.1421959,-47.7836302
1828109348,-21.1422263,-47.7931995
1828109349,-21.1423086,-47.780836
1828109350,-21.1423096,-47.7953879
1828109351,-21.142386,-47.7975996
1828109352,-21.1424862,-47.7926132
1828109353,-21.1426675,-47.7988236
1828109354,-21.1426946,-47.7945001
1828109355,-21.1428697,-47.7923798
1828109356,-21.1427714,-47.7967056
1828109357,-21.1428656,-47.7868514
1828109358,-21.1430494,-47.7979315
1828109359,-21.1430014,-47.7840315
1828109360,-21.1430811,-47.7936111
1828109361,-21.1431368,-47.7782819
1828109362,-21.1431623,-47.7958087
1828109363,-21.1432511,-47.7859452
1828109365,-21.1434255,-47.797055
1828109367,-21.143495,-47.7926826
1828109368,-21.1435498,-47.7949196
1828109369,-21.1436415,-47.785065
1828109370,-21.143698,-47.7872654
1828109372,-21.1438259,-47.796136
1828109373,-21.1438421,-47.7786792
1828109375,-21.1438658,-47.7844991
1828109376,-21.1439261,-47.7940277
1828109377,-21.1440783,-47.7863704
1828109378,-21.144215,-47.7952452
1828109379,-21.1443151,-47.7931061
1828109380,-21.1443304,-47.790917
1828109381,-21.1444822,-47.7854767
1828109383,-21.1445459,-47.7876935
1828109385,-21.1445993,-47.7943655
1828109387,-21.1446975,-47.7921999
1828109388,-21.144694,-47.7849062
1828109389,-21.144921,-47.7868354
1828109390,-21.1449974,-47.7934543
1828109391,-21.1451016,-47.7912721
1828109395,-21.1453268,-47.7859067
1828109396,-21.1453877,-47.792566
1828109397,-21.1454058,-47.7881025
1828109398,-21.1454807,-47.7904023
1828109399,-21.1461074,-47.7773947
1828109402,-21.1457603,-47.7872564
1828109403,-21.1457987,-47.791638
1828109404,-21.145835,-47.7883055
1828109405,-21.1458586,-47.7895357
1828109406,-21.1461723,-47.7863106
1828109407,-21.1461936,-47.79075
1828109408,-21.1462879,-47.7875211
1828109409,-21.1463476,-47.7859102
1828109411,-21.1468907,-47.7866537
1828109416,-21.1488508,-47.770932
1828109417,-21.147278,-47.7827007
1828109420,-21.1490647,-47.75903
1828109424,-21.1492319,-47.7586488
1828109427,-21.1493978,-47.7591405
1828109432,-21.149509,-47.758757
1828109435,-21.1495523,-47.7709938
1828109442,-21.1503874,-47.7670527
1828109443,-21.1504549,-47.7668374
1828109444,-21.1506381,-47.7662486
1828109445,-21.1508478,-47.7656241
1828109446,-21.1509119,-47.7670447
1828109448,-21.1510658,-47.7649619
1828109450,-21.1511152,-47.7664458
1828109452,-21.1513007,-47.7720549
1828109458,-21.151414,-47.7723163
1828109459,-21.1515259,-47.7635636
1828109460,-21.1516468,-47.7718645
1828109466,-21.1517568,-47.7628424
1828109468,-21.1518813,-47.7674212
1828109470,-21.1519599,-47.7621661
1828109471,-21.1520162,-47.7619904
1828109472,-21.1520821,-47.7667881
1828109473,-21.1522814,-47.7661389
1828109476,-21.152477,-47.765523
1828109477,-21.1525072,-47.7604325
1828109479,-21.1526104,-47.7676901
1828109480,-21.1527124,-47.7622572
1828109481,-21.152774,-47.7645807
1828109485,-21.152964,-47.7719059
1828109486,-21.1529139,-47.7667355
1828109487,-21.1529329,-47.7640765
1828109490,-21.1531875,-47.7577274
1828109491,-21.1531618,-47.7633499
1828109492,-21.1531933,-47.7581995
1828109493,-21.1532583,-47.7718063
1828109497,-21.1532265,-47.7657854
1828109498,-21.1534172,-47.771987
1828109500,-21.153357,-47.7576953
1828109501,-21.1533482,-47.7679589
1828109503,-21.1533895,-47.7626812
1828109507,-21.1535273,-47.7648289
1828109510,-21.1536019,-47.7715416
1828109511,-21.1536495,-47.7670002
1828109513,-21.1537086,-47.7717054
1828109514,-21.1537731,-47.76265
1828109515,-21.1536788,-47.7643703
1828109516,-21.1537693,-47.7628136
1828109517,-21.1539077,-47.758467
1828109518,-21.1539628,-47.7660432
1828109520,-21.1540868,-47.7579416
1828109521,-21.154093,-47.7585375
1828109522,-21.1540839,-47.7682182
1828109523,-21.1542586,-47.765093
1828109525,-21.154388,-47.767266
1828109526,-21.1546985,-47.7663131
1828109527,-21.1548738,-47.7685054
1828109528,-21.1550006,-47.7653605
1828109529,-21.1551666,-47.7675462
1828109530,-21.1554613,-47.7666152
1828109531,-21.1555604,-47.7687592
1828109533,-21.155741,-47.7656347
1828109534,-21.1558719,-47.7678
1828109537,-21.1561669,-47.7668462
1828109538,-21.1562907,-47.7690316
1828109539,-21.1564654,-47.7658986
1828109540,-21.1565979,-47.7680613
1828109541,-21.1569024,-47.7671087
1828109542,-21.1570256,-47.7692895
1828109543,-21.1570989,-47.7650398
1828109544,-21.1572102,-47.7661656
1828109546,-21.157311,-47.7640769
1828109547,-21.1573334,-47.7683353
1828109549,-21.1575222,-47.7652003
1828109550,-21.1576501,-47.7673766
1828109552,-21.1577581,-47.7695476
1828109553,-21.1577477,-47.7619586
1828109554,-21.1578679,-47.7642773
1828109555,-21.1579467,-47.766429
1828109556,-21.1580669,-47.7685865
1828109558,-21.1580699,-47.7610218
1828109559,-21.1581715,-47.7631516
1828109560,-21.1582619,-47.7654861
1828109562,-21.1583749,-47.7676463
1828109563,-21.1584732,-47.7622087
1828109564,-21.158565,-47.7645281
1828109565,-21.1586093,-47.7694819
1828109566,-21.1586752,-47.7666895
1828109568,-21.1587673,-47.7612928
1828109569,-21.1588139,-47.7688423
1828109570,-21.1589326,-47.7634236
1828109573,-21.1589885,-47.7657505
1828109574,-21.1590215,-47.7703021
1828109575,-21.1590704,-47.7603467
1828109576,-21.159109,-47.7679182
1828109577,-21.1592152,-47.7700248
1828109578,-21.1592261,-47.7624702
1828109579,-21.1592684,-47.7647812
1828109581,-21.1593213,-47.7635494
1828109582,-21.159415,-47.766961
1828109583,-21.1594839,-47.7598517
1828109584,-21.1595287,-47.7615545
1828109585,-21.1597228,-47.7681363
1828109586,-21.1596585,-47.7661991
1828109587,-21.1598125,-47.7606104
1828109588,-21.1599436,-47.7627156
1828109589,-21.1599899,-47.7600278
1828109592,-21.1602501,-47.7618146
1828109594,-21.1605484,-47.760872
1828109596,-21.1608484,-47.7603255
1828109597,-21.1609622,-47.7620694
1828109598,-21.1610156,-47.7610381
1828109599,-21.1611197,-47.7615496
1828109602,-21.1675036,-47.7567908
1828109617,-21.1689913,-47.7568519
1828113639,-21.1200433,-47.7756548
1828113641,-21.1216569,-47.776564
1828113642,-21.1218211,-47.7763194
1828113645,-21.1229078,-47.7761641
1828113646,-21.1230183,-47.7735843
1828113647,-21.1230649,-47.7734719
1828113649,-21.1238085,-47.7729361
1828113650,-21.1238712,-47.7740191
1828113651,-21.1242601,-47.7731454
1828113652,-21.1240766,-47.7757973
1828113653,-21.12457,-47.7723874
1828113654,-21.1246885,-47.7744358
1828113655,-21.1246956,-47.7722969
1828113656,-21.1250579,-47.773569
1828113657,-21.1252595,-47.7754074
1828113658,-21.1254447,-47.772662
1828113659,-21.1255085,-47.7748539
1828113660,-21.1256431,-47.7716391
1828113662,-21.125877,-47.7717591
1828113663,-21.1258845,-47.7739727
1828113664,-21.1260698,-47.77514
1828113665,-21.1261144,-47.7712969
1828113666,-21.1262744,-47.7730664
1828113668,-21.1264545,-47.7750278
1828113669,-21.1266798,-47.7721536
1828113670,-21.1267186,-47.7743801
1828113671,-21.1271238,-47.7734803
1828113672,-21.1273539,-47.774742
1828113673,-21.1275168,-47.7703985
1828113674,-21.1275224,-47.7703
1828113675,-21.1275322,-47.7725736
1828113676,-21.1276473,-47.7746488
1828113678,-21.12795,-47.7738875
1828113679,-21.1283538,-47.7697001
1828113680,-21.1283169,-47.7707976
1828113681,-21.1283448,-47.7729718
1828113683,-21.1287187,-47.7698779
1828113684,-21.1288273,-47.774274
1828113685,-21.1291328,-47.7689651
1828113686,-21.1291113,-47.7711974
1828113688,-21.1291842,-47.7733886
1828113690,-21.1295105,-47.7702732
1828113691,-21.1299003,-47.7693708
1828113692,-21.1299355,-47.773922
1828113693,-21.129953,-47.7716199
1828113694,-21.129999,-47.7737846
1828113697,-21.1303129,-47.7684689
1828113700,-21.1303643,-47.7707034
1828113704,-21.1307528,-47.7698002
1828113706,-21.1307965,-47.7720198
1828113709,-21.1311336,-47.7689146
1828113710,-21.1311965,-47.7711214
1828113711,-21.1311573,-47.7735425
1828113712,-21.1312629,-47.7673935
1828113713,-21.1312438,-47.7733437
1828113714,-21.1315392,-47.7679717
1828113715,-21.1315929,-47.7702208
1828113716,-21.1316365,-47.7724447
1828113719,-21.1319792,-47.7693234
1828113720,-21.1320133,-47.7715293
1828113721,-21.1323816,-47.7683936
1828113722,-21.1323893,-47.7706195
1828113723,-21.1324527,-47.7728441
1828113724,-21.1325563,-47.7680301
1828113725,-21.1328019,-47.7730194
1828113729,-21.1327993,-47.7697199
1828113730,-21.1328385,-47.7719369
1828113732,-21.1332193,-47.7688132
1828113733,-21.13323,-47.7710426
1828113738,-21.1334721,-47.772804
1828113740,-21.1336422,-47.7659278
1828113744,-21.133642,-47.7701273
1828113746,-21.1336728,-47.772349
1828113749,-21.133864,-47.7691391
1828113756,-21.1340015,-47.7693464
1828113764,-21.1340544,-47.7714675
1828113766,-21.1341305,-47.7725883
1828113770,-21.1341216,-47.7671501
1828113776,-21.1341956,-47.7693348
1828113780,-21.1342567,-47.7689683
1828113787,-21.1344089,-47.7662363
1828113789,-21.1344578,-47.7705466
1828113793,-21.1346191,-47.7652834
1828113795,-21.134672,-47.7724258
1828113797,-21.1347342,-47.7653224
1828113803,-21.1347572,-47.76736
1828113804,-21.1347783,-47.7696096
1828113805,-21.1348449,-47.7696414
1828113806,-21.1349184,-47.7718756
1828113808,-21.1350352,-47.7664356
1828113810,-21.1352904,-47.7709534
1828113812,-21.1353429,-47.7655287
1828113816,-21.1354002,-47.7699066
1828113818,-21.1354966,-47.772172
1828113820,-21.13542,-47.7676007
1828113822,-21.1356906,-47.7700611
1828113824,-21.1356844,-47.764611
1828113828,-21.1357155,-47.7666521
1828113834,-21.1359964,-47.7657501
1828113836,-21.1360763,-47.7678391
1828113843,-21.136293,-47.7647976
1828113845,-21.1365149,-47.7641286
1828113851,-21.1366532,-47.7659521
1828113854,-21.1367358,-47.7680786
1828113858,-21.1368583,-47.76392
1828113860,-21.1369389,-47.7650174
1828113862,-21.1370229,-47.7671396
1828113870,-21.1372331,-47.7640548
1828113872,-21.1372952,-47.7639584
1828113874,-21.1373102,-47.7661992
1828113881,-21.1373705,-47.7683091
1828113883,-21.1374936,-47.7683538
1828113887,-21.1376004,-47.7652498
1828113891,-21.1376576,-47.7673641
1828113898,-21.1377912,-47.7674071
1828113900,-21.1379208,-47.7643189
1828113908,-21.1379518,-47.7664283
1828113916,-21.1380091,-47.7685294
1828113920,-21.1380846,-47.766474
1828113928,-21.1382406,-47.7654925
1828113938,-21.1383212,-47.7631851
1828113940,-21.1383804,-47.7655335
1828113944,-21.1384406,-47.767636
1828113946,-21.1385489,-47.7645399
1828113948,-21.1385541,-47.7698138
1828113950,-21.1384431,-47.7628374
1828113952,-21.1386787,-47.7645849
1828113954,-21.1387301,-47.7667008
1828113958,-21.138861,-47.7688227
1828113959,-21.1390118,-47.7657453
1828113961,-21.1391492,-47.7678918
1828113962,-21.1393077,-47.7648067
1828113963,-21.1394305,-47.7669414
1828113967,-21.139739,-47.7660095
1828113969,-21.1398764,-47.7707521
1828113971,-21.1400365,-47.7650632
1828113973,-21.1400258,-47.7703
1828113976,-21.1401842,-47.7672137
1828113978,-21.140337,-47.769349
1828113980,-21.1404782,-47.7662781
1828113985,-21.1406179,-47.7684219
1828113987,-21.1406523,-47.7705096
1828113991,-21.1407666,-47.7653208
1828113998,-21.1407668,-47.7704766
1828114000,-21.1408083,-47.7651936
1828114001,-21.1409375,-47.7704222
1828114002,-21.1409092,-47.7674798
1828114007,-21.1410069,-47.764545
1828114009,-21.1410627,-47.7696142
1828114011,-21.1412057,-47.7665209
1828114013,-21.1413505,-47.7686897
1828114015,-21.1415083,-47.765584
1828114017,-21.1416534,-47.7677279
1828114018,-21.1418531,-47.770135
1828114021,-21.1418557,-47.7618074
1828114023,-21.1419395,-47.7667905
1828114025,-21.1422207,-47.7690081
1828114027,-21.1421006,-47.7610709
1828114029,-21.1422325,-47.7658364
1828114037,-21.1422708,-47.7657102
1828114039,-21.1423478,-47.7658756
1828114040,-21.1423845,-47.7657523
1828114042,-21.1425963,-47.764722
1828114043,-21.1425963,-47.7676981
1828114045,-21.1427118,-47.764733
1828114047,-21.1431534,-47.7661512
1828114049,-21.1431977,-47.7660246
1828114051,-21.1435037,-47.7650689
1828114053,-21.1435978,-47.7648113
1828114056,-21.143798,-47.7695014
1828114058,-21.1439266,-47.7662817
1828114062,-21.1439875,-47.7641224
1828114064,-21.1442422,-47.7653121
1828114066,-21.1443697,-47.7649265
1828114078,-21.144565,-47.7642933
1828114079,-21.1447393,-47.7637223
1828114080,-21.1449153,-47.7655748
1828114082,-21.1450689,-47.7650854
1828114083,-21.1452343,-47.7645414
1828114084,-21.1453443,-47.7641652
1828114093,-21.1459585,-47.7689119
1828114097,-21.1460355,-47.7648146
1828114102,-21.1464748,-47.7673144
1828114106,-21.146511,-47.7671966
1828114108,-21.1468395,-47.7662172
1828114110,-21.1468764,-47.7592512
1828114111,-21.1478647,-47.7629642
1828114112,-21.1479086,-47.7628332
1828120288,-21.1150646,-47.780422
1828120290,-21.115113,-47.7810661
1828120291,-21.115151,-47.7797645
1828120294,-21.1153768,-47.7816942
1828120295,-21.1153917,-47.7791866
1828120298,-21.115726,-47.7823462
1828120300,-21.1159578,-47.7785787
1828120302,-21.1161633,-47.7830241
1828120303,-21.1165454,-47.7834665
1828120304,-21.1165626,-47.7830339
1828120305,-21.1165958,-47.7823851
1828120306,-21.1166273,-47.7817468
1828120308,-21.1166578,-47.7811291
1828120309,-21.1166889,-47.7804995
1828120310,-21.1167204,-47.7798617
1828120311,-21.1167113,-47.7836558
1828120312,-21.1167538,-47.7792626
1828120313,-21.1167508,-47.7779938
1828120314,-21.1167817,-47.7786201
1828120316,-21.11692,-47.7778718
1828120318,-21.1174805,-47.784305
1828120319,-21.1179138,-47.7779261
1828120321,-21.1180014,-47.7847066
1828120322,-21.1180183,-47.7843165
1828120323,-21.1180455,-47.7837068
1828120326,-21.118073,-47.7830892
1828120327,-21.1181013,-47.782454
1828120328,-21.1181293,-47.7818267
1828120329,-21.1181576,-47.7811907
1828120331,-21.1181852,-47.780572
1828120333,-21.1182136,-47.7799348
1828120335,-21.1182407,-47.779341
1828120337,-21.1182689,-47.7786948
1828120338,-21.1182968,-47.77807
1828120342,-21.118644,-47.7749396
1828120344,-21.1188948,-47.7779711
1828120350,-21.1194518,-47.7854318
1828120353,-21.1194696,-47.7850058
1828120355,-21.1194973,-47.7843773
1828120357,-21.1195214,-47.7837693
1828120359,-21.1195478,-47.7831378
1828120361,-21.1195736,-47.7825202
1828120365,-21.1195995,-47.7819002
1828120369,-21.119626,-47.7812669
1828120371,-21.119651,-47.7806409
1828120373,-21.1196788,-47.7800058
1828120375,-21.1197044,-47.7793925
1828120378,-21.1197306,-47.7787675
1828120380,-21.1197568,-47.7781412
1828120384,-21.1199128,-47.7780194
1828120388,-21.120474,-47.7768107
1828120390,-21.1203987,-47.7860201
1828120392,-21.1206512,-47.7857293
1828120394,-21.1207073,-47.7850405
1828120396,-21.1207585,-47.7844203
1828120400,-21.1208072,-47.7838254
1828120402,-21.1208599,-47.7831831
1828120404,-21.1209102,-47.782572
1828120406,-21.1209597,-47.7819696
1828120407,-21.1209556,-47.7838828
1828120409,-21.1210114,-47.7813402
1828120411,-21.1210631,-47.7807117
1828120413,-21.1210877,-47.7771207
1828120415,-21.1211152,-47.780077
1828120417,-21.1211672,-47.7794448
1828120421,-21.1212166,-47.7788429
1828120423,-21.1212681,-47.7782164
1828120425,-21.1212805,-47.7780877
1828120429,-21.1213473,-47.7772532
1828120431,-21.1215184,-47.7773412
1828120436,-21.1238158,-47.7785044
1828120438,-21.1242739,-47.7787339
1828120445,-21.1247276,-47.7789552
1828120447,-21.1252009,-47.7791862
1828120451,-21.1255338,-47.7804653
1828120455,-21.1263431,-47.7797536
1828120460,-21.1271635,-47.7801594
1828120462,-21.1275886,-47.7792056
1828120475,-21.1288584,-47.78097
1828120479,-21.1290834,-47.7875152
1828120483,-21.1292675,-47.7800287
1828120490,-21.1296518,-47.7791436
1828120492,-21.1298323,-47.7858109
1828120495,-21.1299175,-47.7880366
1828120497,-21.1300408,-47.7782474
1828120499,-21.1301017,-47.7804693
1828120507,-21.1303831,-47.789381
1828120520,-21.1307169,-47.7862791
1828120522,-21.1307782,-47.7884688
1828120524,-21.1309323,-47.7808829
1828120526,-21.1310995,-47.7853907
1828120527,-21.1311834,-47.7827503
1828120528,-21.1311698,-47.7897984
1828120530,-21.1313211,-47.7799803
1828120531,-21.1314109,-47.7822547
1828120532,-21.1314766,-47.7845154
1828120533,-21.1316005,-47.7867211
1828120534,-21.1315593,-47.7770592
1828120535,-21.1315752,-47.7888945
1828120536,-21.1316938,-47.7790627
1828120538,-21.1318071,-47.7813456
1828120539,-21.1318709,-47.7836
1828120540,-21.1319712,-47.7858307
1828120541,-21.1320191,-47.790249
1828120543,-21.1320888,-47.7781325
1828120544,-21.132203,-47.7804311
1828120545,-21.132284,-47.7827033
1828120546,-21.1323428,-47.7849558
1828120547,-21.1323843,-47.7871116
1828120548,-21.1324245,-47.7893231
1828120549,-21.1324607,-47.7772565
1828120550,-21.132648,-47.7795316
1828120551,-21.1327156,-47.7817485
1828120552,-21.1326977,-47.7766982
1828120553,-21.1327106,-47.7840882
1828120554,-21.1327668,-47.7862231
1828120557,-21.1330558,-47.778625
1828120559,-21.1331034,-47.7808714
1828120560,-21.1331324,-47.78315
1828120561,-21.1331485,-47.7853678
1828120562,-21.1332445,-47.7875262
1828120563,-21.1334373,-47.7777332
1828120564,-21.1335084,-47.7799591
1828120565,-21.1335432,-47.7821728
1828120566,-21.1335306,-47.7844948
1828120567,-21.1336434,-47.786663
1828120568,-21.1339359,-47.7812913
1828120569,-21.1339528,-47.7835586
1828120571,-21.1340155,-47.785799
1828120572,-21.1343197,-47.7803623
1828120573,-21.1343894,-47.7825934
1828120574,-21.1343912,-47.7849219
1828120575,-21.1344108,-47.7801343
1828120576,-21.1344685,-47.7870727
1828120577,-21.1347656,-47.7817105
1828120579,-21.1348545,-47.7862106
1828120580,-21.1346498,-47.7827313
1828120581,-21.1357903,-47.7888348
1828120582,-21.1351733,-47.7807791
1828120583,-21.1352166,-47.7853182
1828120584,-21.1353033,-47.7874895
1828120585,-21.1352437,-47.7819591
1828120586,-21.1353114,-47.7804616
1828120587,-21.1356393,-47.7843668
1828120588,-21.1356782,-47.7866239
1828120589,-21.1360823,-47.785746
1828120591,-21.1361912,-47.7879328
1828120592,-21.1364796,-47.784784
1828120593,-21.1365764,-47.7870617
1828120595,-21.136637,-47.7892609
1828120596,-21.1369668,-47.7861861
1828120597,-21.1370522,-47.7883627
1828120598,-21.1373536,-47.7852591
1828120600,-21.1374295,-47.787464
1828120602,-21.1378053,-47.7865598
1828120603,-21.137877,-47.7887745
1828120604,-21.1379624,-47.7641839
1828120605,-21.1381844,-47.7856581
1828120606,-21.1382743,-47.7878738
1828120607,-21.1383583,-47.7899853
1828120608,-21.138591,-47.7644056
1828120609,-21.1386435,-47.7869714
1828120610,-21.1387041,-47.7891874
1828120612,-21.1382457,-47.7856886
1828120613,-21.1391081,-47.7882922
1828120616,-21.1393511,-47.764678
1828120617,-21.1393845,-47.7895188
1828120618,-21.1394754,-47.7642667
1828120619,-21.1394943,-47.7873982
1828120621,-21.1395909,-47.788535
1828120622,-21.139675,-47.7869882
1828120625,-21.1398428,-47.7875671
1828120627,-21.1400749,-47.7649343
1828120628,-21.1402125,-47.7644985
1828120629,-21.140374,-47.7639707
1828120633,-21.141108,-47.7642358
1828120634,-21.141179,-47.7837306
1828120635,-21.1412637,-47.7637354
1828120636,-21.1414136,-47.7632183
1828120637,-21.1417304,-47.7621992
1828120638,-21.1420432,-47.7634475
1828120639,-21.1427411,-47.7625473
1828123093,-21.1473794,-47.826293
1828123094,-21.1475508,-47.8253638
1828123097,-21.1478193,-47.8239882
1828123100,-21.1482853,-47.8271035
1828123101,-21.148393,-47.8232175
1828123102,-21.1482932,-47.8243943
1828123103,-21.1486451,-47.8247148
1828123104,-21.1489386,-47.8243351
1828123106,-21.1492268,-47.823967
1828123108,-21.1495944,-47.825552
1828123109,-21.1499132,-47.8251503
1828123110,-21.1499013,-47.8231046
1828123111,-21.150189,-47.8247875
1828123114,-21.1508599,-47.8239447
1828123115,-21.1511262,-47.8215678
1828123117,-21.1517712,-47.8186736
1828123120,-21.1520434,-47.8223628
1828123122,-21.1523673,-47.8199407
1828123124,-21.1526017,-47.8188324
1828123125,-21.1527064,-47.8195001
1828123126,-21.1528301,-47.8213559
1828123127,-21.1528773,-47.8176484
1828123128,-21.1529917,-47.8191548
1828123129,-21.1532725,-47.8179954
1828123130,-21.1532971,-47.8207582
1828123131,-21.1533845,-47.8164995
1828123133,-21.1536474,-47.8183136
1828123135,-21.1538698,-47.8169377
1828123136,-21.1541052,-47.8187363
1828123137,-21.154297,-47.8174989
1828123139,-21.154378,-47.8162815
1828123144,-21.1543832,-47.817386
1828123146,-21.154611,-47.8153015
1828123148,-21.1545533,-47.819125
1828123150,-21.1547605,-47.8179027
1828123152,-21.1548147,-47.8142012
1828123154,-21.1549088,-47.8167091
1828123158,-21.1552024,-47.8182895
1828123160,-21.1553563,-47.8171446
1828123161,-21.1554436,-47.8160393
1828123162,-21.1557927,-47.8175297
1828123163,-21.1560476,-47.8152745
1828123164,-21.156176,-47.8151044
1828123165,-21.1570398,-47.815924
1828123167,-21.1583038,-47.8143487
1828129062,-21.1348777,-47.8152714
1828129063,-21.1352559,-47.8168864
1828129065,-21.1361245,-47.8136646
1828129067,-21.1366013,-47.8206833
1828129069,-21.1367431,-47.8128509
1828129070,-21.1372399,-47.8159653
1828129071,-21.1373835,-47.8120451
1828129076,-21.1374384,-47.8195643
1828129078,-21.1374909,-47.819611
1828129080,-21.1377115,-47.8177226
1828129082,-21.1377862,-47.8191252
1828129086,-21.1377055,-47.8110485
1828129101,-21.1384001,-47.8183361
1828129102,-21.1385581,-47.8224819
1828129103,-21.1390136,-47.8175343
1828129104,-21.139241,-47.8216877
1828129105,-21.1392876,-47.8231463
1828129106,-21.1394059,-47.8192072
1828129107,-21.1394445,-47.8213985
1828129108,-21.1396485,-47.8167201
1828129109,-21.1398374,-47.8209253
1828129111,-21.1399114,-47.8237145
1828129113,-21.1399485,-47.8223152
1828129115,-21.1402088,-47.8145429
1828129117,-21.140241,-47.8159353
1828129122,-21.1404472,-47.8200928
1828129124,-21.1405434,-47.8215764
1828129126,-21.1406008,-47.822907
1828129128,-21.1405811,-47.8243244
1828129130,-21.1408256,-47.8137553
1828129140,-21.1408611,-47.8151306
1828129141,-21.1410194,-47.8193343
1828129143,-21.1411455,-47.8248385
1828129144,-21.1411861,-47.820764
1828129145,-21.1411808,-47.8221517
1828129146,-21.1412555,-47.8235002
1828129147,-21.1414915,-47.814334
1828129149,-21.1416543,-47.8185214
1828129151,-21.1417197,-47.8253611
1828129153,-21.1417759,-47.8212836
1828129155,-21.1418189,-47.8213294
1828129157,-21.1418264,-47.8240318
1828129159,-21.141841,-47.8227429
1828129161,-21.1422604,-47.8258554
1828129163,-21.1422868,-47.8177123
1828129165,-21.1423667,-47.8245296
1828129167,-21.1424521,-47.8218827
1828129169,-21.1424004,-47.8204807
1828129179,-21.1424308,-47.8232688
1828129184,-21.1429168,-47.8168881
1828129185,-21.1429319,-47.8264623
1828129186,-21.1429467,-47.8250471
1828129187,-21.1429812,-47.8237292
1828129189,-21.1430497,-47.8210572
1828129191,-21.1430871,-47.8224259
1828129193,-21.1430176,-47.8197065
1828129195,-21.1433482,-47.8119515
1828129197,-21.1435104,-47.8161469
1828129199,-21.143561,-47.8242788
1828129201,-21.1436107,-47.8229326
1828129203,-21.143606,-47.8256324
1828129205,-21.1436461,-47.8271111
1828129207,-21.1436551,-47.8189033
1828129218,-21.1437068,-47.8216693
1828129219,-21.1436634,-47.8202912
1828129221,-21.1439599,-47.8111578
1828129223,-21.1442014,-47.8234596
1828129224,-21.1442207,-47.8221701
1828129225,-21.1442294,-47.8248649
1828129226,-21.1442546,-47.8181495
1828129227,-21.1442898,-47.8262987
1828129230,-21.1443277,-47.8208904
1828129232,-21.1443043,-47.8195021
1828129234,-21.1443108,-47.827715
1828129236,-21.1444784,-47.8278684
1828129238,-21.1445703,-47.8103658
1828129240,-21.1448169,-47.8226983
1828129242,-21.1448766,-47.8240701
1828129244,-21.1448723,-47.8213715
1828129246,-21.1448842,-47.8173564
1828129248,-21.1449228,-47.8187407
1828129257,-21.144924,-47.8254983
1828129258,-21.1449841,-47.8200878
1828129259,-21.1449544,-47.8268821
1828129262,-21.1451216,-47.8270311
1828129263,-21.1453806,-47.8137547
1828129265,-21.1454748,-47.8218941
1828129269,-21.1454946,-47.8232986
1828129271,-21.1455016,-47.8205725
1828129275,-21.1455673,-47.8246855
1828129277,-21.1455541,-47.8179461
1828129279,-21.145614,-47.8192942
1828129281,-21.1455768,-47.8260767
1828129299,-21.146094,-47.8211071
1828129300,-21.1461624,-47.8197846
1828129301,-21.1461458,-47.8225052
1828129302,-21.1462044,-47.8252679
1828129304,-21.1461941,-47.8239183
1828129306,-21.1462238,-47.8185054
1828129308,-21.146331,-47.8080853
1828129315,-21.1467495,-47.8203023
1828129317,-21.1467742,-47.8189977
1828129319,-21.1467728,-47.8149714
1828129321,-21.1467739,-47.8217053
1828129323,-21.1468322,-47.8231362
1828129325,-21.1468336,-47.8244848
1828129335,-21.1473482,-47.8195257
1828129336,-21.1474069,-47.8182054
1828129337,-21.1473771,-47.8141824
1828129338,-21.1474215,-47.8209028
1828129339,-21.1474351,-47.8155494
1828129340,-21.1474483,-47.8236699
1828129341,-21.1474824,-47.8223382
1828129348,-21.1479747,-47.8187566
1828129350,-21.1479965,-47.817402
1828129352,-21.1479992,-47.8133701
1828129356,-21.1480369,-47.820132
1828129360,-21.1480552,-47.8147865
1828129362,-21.1480583,-47.8228635
1828129364,-21.14814,-47.821538
1828129373,-21.1481009,-47.8161574
1828129376,-21.1484385,-47.8098429
1828129379,-21.1486303,-47.8166241
1828129380,-21.148629,-47.8179534
1828129381,-21.148651,-47.819369
1828129383,-21.1486818,-47.8220252
1828129385,-21.1486988,-47.8139844
1828129387,-21.1487209,-47.8153732
1828129389,-21.148743,-47.8207537
1828129391,-21.1492091,-47.8118123
1828129393,-21.1492503,-47.8158137
1828129397,-21.1492618,-47.8171751
1828129399,-21.1492953,-47.82124
1828129401,-21.1493107,-47.8185512
1828129403,-21.1493124,-47.8132196
1828129405,-21.1493609,-47.8145621
1828129413,-21.1493657,-47.8199728
1828129416,-21.1497363,-47.8140737
1828129418,-21.1498783,-47.8150136
1828129421,-21.1499046,-47.8204687
1828129425,-21.1499288,-47.8177851
1828129427,-21.1499835,-47.8137766
1828129429,-21.1499917,-47.8123884
1828129431,-21.1500237,-47.8191635
1828129435,-21.1502548,-47.8145199
1828129437,-21.1502805,-47.8173359
1828129440,-21.1505244,-47.8155774
1828129442,-21.1505396,-47.8196633
1828129451,-21.1505825,-47.8169683
1828129453,-21.150656,-47.8129344
1828129454,-21.1506367,-47.8184094
1828129455,-21.1507959,-47.8106814
1828129456,-21.1508477,-47.8158595
1828129457,-21.1509183,-47.8150909
1828129458,-21.1509869,-47.8179599
1828129460,-21.1511285,-47.8133699
1828129462,-21.1511427,-47.8188807
1828129464,-21.1512203,-47.8161846
