osmid,latitude,longitude
2271272041,-21.1833336,-47.8661793
2271272042,-21.1835666,-47.8674177
2271272043,-21.1837931,-47.8653951
2273791479,-21.1948053,-47.7987067
2273791481,-21.1958962,-47.7990045
2274580547,-21.201426,-47.8050435
2274580548,-21.201531,-47.8049871
2274580549,-21.2023275,-47.8070202
2274580550,-21.2024431,-47.8069472
2274580551,-21.2024913,-47.8073797
2274580552,-21.2026226,-47.8073079
2274580560,-21.2082114,-47.8010825
2274580565,-21.2084858,-47.8012964
2280101590,-21.1801051,-47.8160256
2281447970,-21.2186795,-47.8139397
2283452211,-21.1422743,-47.8036886
2283452215,-21.1452345,-47.8044164
2283452222,-21.1459029,-47.8038024
2283452252,-21.1525587,-47.780005
2283452282,-21.1585844,-47.7712992
2283452283,-21.1586261,-47.7709506
2283452289,-21.1587646,-47.7710246
2283452293,-21.1596312,-47.7694931
2283452301,-21.1624251,-47.7861326
2283452309,-21.1633817,-47.7895083
2283452310,-21.1637275,-47.7842366
2283452313,-21.1640382,-47.7894248
2283452316,-21.1642935,-47.7899269
2283452323,-21.1667122,-47.7890218
2283452324,-21.1668825,-47.7888214
2283452334,-21.1686902,-47.8006752
2283452340,-21.1690721,-47.8010311
2283452345,-21.1695173,-47.7865067
2283452346,-21.1694743,-47.7800005
2283452349,-21.1697904,-47.8016794
2283452355,-21.1702176,-47.8008605
2283452363,-21.1707796,-47.7888058
2285086757,-21.1865901,-47.7987664
2285086761,-21.18795,-47.797913
2285086762,-21.1885083,-47.7980265
2285086840,-21.1928446,-47.7978435
2285086842,-21.1929257,-47.79753
2285086857,-21.1946607,-47.7973321
2299770809,-21.1916581,-47.8053667
2299770811,-21.1917444,-47.8054257
2300097092,-21.1623086,-47.8313256
2300097093,-21.1624263,-47.8327297
2300097094,-21.1624605,-47.8142361
2300097095,-21.1626768,-47.8308381
2300097096,-21.1627319,-47.8309777
2300097098,-21.1628228,-47.8347349
2300097100,-21.1628882,-47.8321691
2300097103,-21.1629543,-47.8345928
2300097104,-21.1630322,-47.8319939
2300097107,-21.1634179,-47.8314309
2300097109,-21.1639122,-47.8308031
2300097110,-21.163964,-47.8309935
2300097111,-21.16437,-47.8167974
2300097116,-21.164518,-47.821974
2300097118,-21.1646286,-47.830169
2300097121,-21.1647308,-47.816468
2300097122,-21.1647801,-47.8166383
2300097124,-21.1648313,-47.816892
2300097127,-21.1650715,-47.8164869
2300097133,-21.1652692,-47.8167969
2300097137,-21.165435,-47.8250423
2300097143,-21.1659004,-47.8269933
2300097144,-21.166076,-47.8268584
2300097145,-21.1661359,-47.8241487
2300097148,-21.1765621,-47.820184
2300097149,-21.1771056,-47.8208896
2300097150,-21.1774792,-47.8204664
2300097151,-21.178486,-47.8174516
2300097154,-21.1850322,-47.7382768
2300097157,-21.1861014,-47.7413453
2300097160,-21.1869297,-47.7435839
2300097161,-21.1865794,-47.7425276
2300097162,-21.1874435,-47.7450536
2300097174,-21.1879939,-47.7570221
2300097206,-21.1892185,-47.7476724
2300097211,-21.1901826,-47.7492549
2300097283,-21.1917914,-47.778098
2300097330,-21.1932336,-47.7494748
2300097331,-21.1934368,-47.7495331
2300097335,-21.1987027,-47.7793462
2300097345,-21.1988537,-47.7777981
2300141592,-21.2236697,-47.835157
2309697670,-21.2033603,-47.7998149
2311965301,-21.2098985,-47.7992963
2311965311,-21.2115731,-47.8021398
2311965332,-21.2122907,-47.8038556
2311965346,-21.212931,-47.803406
2311965356,-21.213016,-47.8033332
2311965364,-21.2131515,-47.8034209
2311965450,-21.214808,-47.8000094
2311965452,-21.2149078,-47.799744
2311965475,-21.2150186,-47.8014866
2311965483,-21.2152604,-47.8018047
2311965484,-21.2152619,-47.8015323
2311965487,-21.2153181,-47.8017998
2311965492,-21.2153902,-47.8016296
2318916703,-21.1951252,-47.8159504
2318916704,-21.1955575,-47.8209867
2318916706,-21.1956607,-47.8211694
2319131807,-21.123755,-47.7859184
2319131808,-21.1240267,-47.7841316
2319131809,-21.1240495,-47.7852067
2319131811,-21.1258891,-47.7850354
2319131814,-21.1262304,-47.7848734
2319131816,-21.1268932,-47.78549
2319131819,-21.1274015,-47.7843484
2319131820,-21.1277453,-47.7859034
2319131825,-21.1281438,-47.7850049
2319131828,-21.1283036,-47.7863662
2319131831,-21.1283565,-47.7867797
2319131837,-21.1285289,-47.7865821
2319131838,-21.1286079,-47.7878432
2319131851,-21.1289986,-47.7854231
2319131877,-21.130704,-47.7933376
2319131885,-21.1314173,-47.7941313
2319131891,-21.1322337,-47.7946492
2319131893,-21.1330776,-47.7950993
2319131898,-21.1346741,-47.7959304
2319131902,-21.13675,-47.7969908
2319131906,-21.1371003,-47.7971435
2319131910,-21.1372262,-47.7977315
2319131914,-21.1374896,-47.7971409
2319131916,-21.1375577,-47.7984964
2319131933,-21.1385424,-47.7981548
2319131944,-21.1399282,-47.7984354
2319131946,-21.1401928,-47.7985349
2319131948,-21.1403608,-47.7987681
2319131950,-21.1404073,-47.7986098
2319131951,-21.140875,-47.7987637
2319131961,-21.1420031,-47.7993481
2319131963,-21.1420343,-47.7990502
2319131977,-21.1435796,-47.7995222
2319131979,-21.1445969,-47.7993851
2319131989,-21.145626,-47.7993936
2319131993,-21.1458407,-47.7994759
2319132015,-21.1482194,-47.8011638
2319132017,-21.1483824,-47.8018915
2319132030,-21.1486318,-47.8026911
2319132035,-21.1492937,-47.8032206
2319132038,-21.1501903,-47.8038255
2319132040,-21.1510909,-47.8042964
2319132041,-21.1519099,-47.8047009
2319132042,-21.1527378,-47.8050592
2319132043,-21.1534297,-47.8091903
2319132045,-21.1537409,-47.8054865
2319132046,-21.1546992,-47.805895
2319132047,-21.1551111,-47.8068979
2319132049,-21.1556254,-47.8062598
2319132050,-21.1565001,-47.8065817
2319132051,-21.1572989,-47.8068831
2319132055,-21.1584719,-47.8072837
2319132056,-21.158726,-47.8077564
2319132058,-21.1588425,-47.8075875
2319132066,-21.1643614,-47.8122712
2319132076,-21.1827976,-47.8182467
2319132078,-21.1831286,-47.8182897
2319132079,-21.1832772,-47.818331
2319132081,-21.1846046,-47.8190038
2319132084,-21.1886667,-47.8198129
2321157063,-21.1980313,-47.7980009
2321157213,-21.211502,-47.8020133
2321157308,-21.2120658,-47.807425
2321157310,-21.2120858,-47.8083581
2321157314,-21.2122147,-47.8083546
2321544802,-21.1624621,-47.8228671
2324539754,-21.1496115,-47.8485343
2324539755,-21.1792144,-47.8692649
2326300157,-21.1761352,-47.8020769
2326300162,-21.1765437,-47.7999158
2326300164,-21.1773224,-47.8005938
2326300171,-21.1786333,-47.8163357
2326300178,-21.1788762,-47.8166446
2326564219,-21.1206818,-47.7853502
2326564223,-21.1212993,-47.7861507
2326564224,-21.1213695,-47.7790716
2326564235,-21.1215663,-47.7823735
2326564238,-21.1216514,-47.7813907
2326564242,-21.1218509,-47.7791154
2326564245,-21.121881,-47.7786655
2326564246,-21.1219136,-47.7870864
2326564248,-21.1219934,-47.7775855
2326564252,-21.12222,-47.7886868
2326564254,-21.1223224,-47.7881808
2326564255,-21.1223365,-47.7791543
2326564256,-21.1221433,-47.7857055
2326564260,-21.122516,-47.7824672
2326564262,-21.1225988,-47.7814852
2326564263,-21.1226483,-47.7873411
2326564264,-21.1226523,-47.7866814
2326564265,-21.1227834,-47.7870071
2326564268,-21.122745,-47.7797759
2326564272,-21.1228143,-47.7791303
2326564273,-21.1228252,-47.7873263
2326564274,-21.1229089,-47.7780499
2326564275,-21.1229221,-47.7871119
2326564278,-21.1230841,-47.7815363
2326564279,-21.1231837,-47.786577
2326564282,-21.1232197,-47.7798254
2326564284,-21.1232673,-47.7793541
2326564285,-21.1233575,-47.7782749
2326564286,-21.1236315,-47.785956
2326564289,-21.1249971,-47.7863213
2326564295,-21.159701,-47.8094915
2326564296,-21.1599207,-47.8102114
2326564297,-21.1601589,-47.8098891
2326564298,-21.1601909,-47.8118948
2326564299,-21.1611273,-47.8107167
2326564302,-21.1667753,-47.8095657
2326564303,-21.1670992,-47.8097306
2327802145,-21.1577225,-47.8150732
2327802146,-21.1586735,-47.815883
2327802147,-21.1593103,-47.8161239
2327802148,-21.159382,-47.8149492
2327802150,-21.1597241,-47.8143938
2327802154,-21.1599506,-47.8131823
2327802162,-21.1605197,-47.8114812
2327802163,-21.1606116,-47.8133371
2327802164,-21.1608029,-47.8111248
2327802167,-21.1609122,-47.8105447
2327802170,-21.1609706,-47.8129721
2327802171,-21.1610638,-47.8130659
2327802172,-21.1612874,-47.8150395
2327802173,-21.1611736,-47.8127339
2327802176,-21.1612706,-47.8128153
2327802180,-21.161339,-47.8127282
2327802183,-21.1614875,-47.812323
2327802188,-21.1616957,-47.812056
2327802189,-21.1617643,-47.8119596
2327802190,-21.1617913,-47.8121519
2327802192,-21.1620408,-47.811834
2327802193,-21.1620779,-47.811564
2327802199,-21.1624615,-47.8113819
2327802232,-21.1648114,-47.8050306
2327802234,-21.1648579,-47.8135467
2327802238,-21.1651755,-47.8053348
2327802239,-21.1652547,-47.8133849
2327802240,-21.165408,-47.8042424
2327802244,-21.1657645,-47.8045513
2327817554,-21.101243,-47.7645126
2327817596,-21.1032564,-47.7666764
2327817600,-21.1032744,-47.7662013
2327817603,-21.1033569,-47.76603
2328422507,-21.1590106,-47.803145
2328422508,-21.1668296,-47.8136136
2328422510,-21.1741556,-47.8185553
2329875413,-21.1941465,-47.8084435
2332326708,-21.1453547,-47.770409
2332326714,-21.1456117,-47.770504
2332326715,-21.1456441,-47.7694648
2332326716,-21.1456677,-47.7703478
2332326723,-21.1458667,-47.7697747
2332326728,-21.1459321,-47.769594
2332326739,-21.1466451,-47.7673759
2332326742,-21.1466826,-47.7672578
2332326745,-21.1467501,-47.7661823
2332326747,-21.1473985,-47.7707534
2332326749,-21.1474485,-47.7706128
2332326751,-21.1482445,-47.7710891
2332326753,-21.1482962,-47.7709349
2332326769,-21.1487936,-47.7713403
2334066937,-21.1902658,-47.7977488
2337083797,-21.1655447,-47.8141849
2337107689,-21.1718551,-47.7990715
2337107701,-21.1719502,-47.7985578
2337107723,-21.1722199,-47.7938284
2337107729,-21.1722431,-47.7937103
2337107751,-21.1725378,-47.7990192
2337107776,-21.1727569,-47.7943742
2337107780,-21.1728684,-47.7942112
2337107795,-21.1730419,-47.7982326
2337107827,-21.1735472,-47.7978736
2337107850,-21.174451,-47.7946691
2337107901,-21.1752017,-47.7953513
2337107915,-21.1756006,-47.7964617
2338359764,-21.2071616,-47.7898409
2343869098,-21.1433308,-47.7770623
2343869115,-21.1433862,-47.7775067
2345000849,-21.1826742,-47.7257178
2345000850,-21.183053,-47.7860858
2345000853,-21.1832069,-47.7859255
2345000855,-21.1831657,-47.7171893
2345000856,-21.1833622,-47.7857054
2345000858,-21.1835161,-47.7859331
2345000860,-21.1835624,-47.7112375
2345000861,-21.1836499,-47.7095063
2345000863,-21.1845627,-47.7257487
2345000864,-21.1849392,-47.7859384
2345000865,-21.1850953,-47.7172961
2345000866,-21.1853109,-47.7894042
2345000867,-21.1853681,-47.7887387
2345000873,-21.185456,-47.7113935
2345000878,-21.1855478,-47.7893124
2345000885,-21.1858137,-47.7056973
2345000893,-21.1863746,-47.7845632
2345000895,-21.1863875,-47.7842248
2345000901,-21.1865106,-47.7247238
2345000903,-21.1869574,-47.7174689
2345000905,-21.1873381,-47.7115319
2345000908,-21.1891918,-47.7116521
2345000914,-21.1935021,-47.7268061
2345000916,-21.1937973,-47.726916
2345000920,-21.206601,-47.7300891
2345137928,-21.1909979,-47.8208111
2345137929,-21.1914626,-47.8202393
2345618464,-21.1989274,-47.7903704
2345618468,-21.1991912,-47.7897652
2345618470,-21.1992803,-47.7895861
2346524670,-21.2024831,-47.7825443
2346524671,-21.2026628,-47.7826384
2351809056,-21.1462341,-47.8053582
2351809057,-21.1470151,-47.8063245
2351809060,-21.14739,-47.8058228
2351809061,-21.1473984,-47.804815
2351809062,-21.1478502,-47.8051957
2351809063,-21.1479711,-47.8040298
2351809065,-21.148342,-47.8055747
2351809066,-21.1484273,-47.8044092
2351809067,-21.1487649,-47.8057944
2351809068,-21.1489092,-47.8047851
2351809070,-21.1493378,-47.8049999
2351809071,-21.1497726,-47.8052216
2351809072,-21.1499643,-47.804131
2351809073,-21.1501738,-47.8055592
2351809074,-21.1503383,-47.8044451
2351809075,-21.1507364,-47.8047795
2351809077,-21.1514381,-47.8053602
2351809079,-21.1518244,-47.8063154
2351809080,-21.151856,-47.8057114
2351809081,-21.1521106,-47.8059254
2351809082,-21.1521341,-47.8076868
2351809083,-21.1523286,-47.8050595
2351809084,-21.1523523,-47.8073869
2351809085,-21.1523686,-47.8055738
2351809086,-21.1526374,-47.8069948
2351809087,-21.1529236,-47.8066013
2351809088,-21.1531158,-47.8080341
2351809089,-21.153303,-47.8060796
2351809090,-21.1533492,-47.8060161
2351809091,-21.1535461,-47.8071307
2351809092,-21.1538545,-47.8065249
2351809094,-21.1544579,-47.8077897
2351809095,-21.1545348,-47.8089897
2351809096,-21.1550252,-47.8081523
2351809097,-21.1552202,-47.8078185
2351820840,-21.1655571,-47.8532843
2351820848,-21.1666792,-47.856704
2351820859,-21.1676033,-47.8535381
2351820860,-21.1676398,-47.8551192
2351820862,-21.1678148,-47.8540645
2351820897,-21.1703312,-47.8516559
2351820901,-21.170477,-47.8514945
2354213337,-21.1085592,-47.8093244
2354213345,-21.108864,-47.8091213
2354213349,-21.1090611,-47.810407
2354213357,-21.1092871,-47.8146826
2354213359,-21.1094364,-47.8101519
2354213361,-21.1095883,-47.8149156
2354213383,-21.1163904,-47.8037564
2354213402,-21.1186882,-47.8038551
2354213410,-21.1199236,-47.8020589
2354213412,-21.1203786,-47.8021106
2354213431,-21.1276912,-47.8036272
2354213438,-21.127751,-47.8028442
2354213440,-21.1279847,-47.799133
2354213453,-21.1301944,-47.8038521
2354213457,-21.1314325,-47.7993077
2354213459,-21.132323,-47.797355
2354213461,-21.1329778,-47.7959409
2354213475,-21.1443694,-47.8062603
2354213477,-21.1449404,-47.8055474
2354213481,-21.1450538,-47.8068599
2354213487,-21.1456305,-47.8047116
2354213488,-21.1456084,-47.8061287
2354213490,-21.1455989,-47.8072981
2354213493,-21.1457604,-47.807398
2354213498,-21.1462836,-47.8067216
2354213502,-21.1465204,-47.8235184
2354213506,-21.1465495,-47.8078298
2354213508,-21.1467913,-47.806043
2354213511,-21.1469555,-47.8073116
2354213514,-21.1471404,-47.8240781
2354213517,-21.1473369,-47.8082687
2354213520,-21.1473753,-47.8067776
2354213523,-21.14762,-47.8078955
2354213526,-21.1476716,-47.8088254
2354213529,-21.1479501,-47.8074905
2354213547,-21.1497951,-47.8110619
2354213551,-21.1502212,-47.811431
2354213559,-21.151439,-47.8099709
2354213561,-21.1517062,-47.8102097
2354213567,-21.1523085,-47.8107521
2354213569,-21.152357,-47.8106693
2354213577,-21.1529147,-47.8098692
2354213583,-21.1535037,-47.8116772
2354213591,-21.1549626,-47.8143395
2354213594,-21.1549547,-47.8110647
2354213595,-21.1551141,-47.8104991
2354213597,-21.1551601,-47.8103409
2354213603,-21.1566728,-47.8123033
2354213607,-21.1567165,-47.8129216
2354213609,-21.1567223,-47.8116564
2354213612,-21.156865,-47.8110543
2354213614,-21.1568989,-47.8109112
2354213622,-21.1580205,-47.8125677
2354213630,-21.1582839,-47.8116001
2354213652,-21.1585173,-47.8126637
2354213658,-21.1588074,-47.8122658
2354213666,-21.1597136,-47.8146068
2354213667,-21.1598216,-47.8142372
2356480110,-21.1810682,-47.8141632
2358149668,-21.1176608,-47.7768159
2358149672,-21.1181127,-47.7741633
2358149673,-21.1181707,-47.7746212
2358149676,-21.1183003,-47.7779434
2358149678,-21.1183669,-47.7747133
2358149679,-21.118469,-47.7742269
2358149681,-21.1185591,-47.7745722
2358149684,-21.1185687,-47.7744813
2358149702,-21.1192218,-47.7762233
2358149705,-21.119235,-47.7754233
2358149721,-21.1197734,-47.7765385
2358149723,-21.1197623,-47.7780144
2358149728,-21.1200503,-47.7765868
2358149730,-21.1203108,-47.7767244
2358149732,-21.1202151,-47.7755212
2358149734,-21.120566,-47.7768585
2358149735,-21.1209949,-47.7759067
2358149736,-21.1211122,-47.7748699
2358149737,-21.1213896,-47.775011
2358149738,-21.1216521,-47.7739444
2358149739,-21.1216005,-47.7745152
2358149740,-21.1216404,-47.7734017
2358149744,-21.1220116,-47.774219
2358149745,-21.1220445,-47.7720802
2358149746,-21.1220629,-47.7764405
2358149749,-21.122213,-47.7754236
2358149750,-21.1222651,-47.7700051
2358149752,-21.1223534,-47.7728733
2358149753,-21.1228357,-47.7728562
2358149754,-21.1225304,-47.7701357
2358149755,-21.1225663,-47.7723448
2358149756,-21.1226074,-47.7745316
2358149757,-21.1228748,-47.7725013
2358149758,-21.1229292,-47.7692347
2358149759,-21.1229627,-47.7714436
2358149760,-21.1230476,-47.7758518
2358149761,-21.1233309,-47.7682932
2358149762,-21.1233567,-47.7760208
2358149763,-21.123362,-47.7705451
2358149765,-21.1234512,-47.7749538
2358149766,-21.1237573,-47.7696515
2358149767,-21.1237704,-47.7718558
2358149768,-21.1238331,-47.7718127
2358149769,-21.1241672,-47.768737
2358149770,-21.1241917,-47.7709532
2358149771,-21.1242743,-47.7753633
2358149772,-21.1245443,-47.7678379
2358149773,-21.1245822,-47.7677475
2358149774,-21.1245896,-47.7700533
2358149775,-21.1246857,-47.7711962
2358149776,-21.124703,-47.7755871
2358149777,-21.1249956,-47.7691523
2358149778,-21.1253241,-47.7707261
2358149779,-21.125388,-47.7682551
2358149780,-21.1254253,-47.7704569
2358149781,-21.1257393,-47.7674522
2358149782,-21.125816,-47.7695636
2358149784,-21.1262131,-47.7686684
2358149785,-21.1264853,-47.7698992
2358149786,-21.1265274,-47.771006
2358149787,-21.1266072,-47.7677705
2358149788,-21.1267253,-47.7697077
2358149790,-21.1270423,-47.7690782
2358149791,-21.1270731,-47.7712685
2358149792,-21.1273877,-47.7692489
2358149793,-21.127442,-47.7681811
2358149795,-21.1279279,-47.7716881
2358149796,-21.1282905,-47.7686041
2358149798,-21.1287278,-47.7720852
2358149800,-21.1287505,-47.7742984
2358149803,-21.1295694,-47.7725025
2358149806,-21.1303213,-47.7507998
2358149807,-21.1304179,-47.7729176
2358149808,-21.1307853,-47.750962
2358149810,-21.1319012,-47.7514838
2358149824,-21.134319,-47.7535558
2358149828,-21.1345994,-47.7543705
2358149844,-21.1359312,-47.7637251
2358149849,-21.1363281,-47.7589457
2358149857,-21.1362206,-47.7631861
2358149896,-21.1373144,-47.7622315
2358149924,-21.1374254,-47.761565
2358149941,-21.1379418,-47.763302
2358149961,-21.1384514,-47.7620153
2358149977,-21.1398805,-47.761589
2358149979,-21.1409924,-47.761253
2358149994,-21.1484,-47.7578458
2358150000,-21.1497091,-47.7571378
2359696410,-21.1295235,-47.7529072
2359696413,-21.1295995,-47.752729
2359696416,-21.129622,-47.7515522
2359696423,-21.1302187,-47.7513269
2359696429,-21.1303964,-47.7517842
2359696436,-21.130534,-47.7520685
2359696470,-21.1380841,-47.7628073
2359696472,-21.1451893,-47.7554011
2359696474,-21.1454247,-47.7553361
2359696478,-21.145959,-47.7552425
2359696480,-21.1461764,-47.7561127
2359696484,-21.1464002,-47.755167
2359696486,-21.1465829,-47.7559974
2359696488,-21.1465149,-47.7590493
2359696492,-21.1468453,-47.7571896
2359696494,-21.1469073,-47.7551774
2359696496,-21.1467483,-47.7587954
2359696500,-21.1473275,-47.7570644
2359696502,-21.1475012,-47.7553285
2359696508,-21.147745,-47.7590069
2359696510,-21.1478006,-47.7569415
2359696512,-21.1480184,-47.7553701
2359696516,-21.1479923,-47.7577952
2359696518,-21.1482724,-47.756819
2359696520,-21.148453,-47.7553023
2359696524,-21.14875,-47.756695
2359696527,-21.1489456,-47.7552476
2359696529,-21.1491376,-47.7562029
2359696542,-21.1494621,-47.7552313
2359696548,-21.1495323,-47.7564918
2359696550,-21.149784,-47.7564473
2359696560,-21.1497515,-47.7572573
2359696584,-21.1499694,-47.7564479
2359696595,-21.1501947,-47.7553268
2359696599,-21.1504781,-47.7583519
2359696600,-21.1506139,-47.7572654
2359696624,-21.1524057,-47.7572542
2359696626,-21.1531162,-47.7572844
2359696645,-21.1589282,-47.7559778
2359696647,-21.1613828,-47.7558312
2359696658,-21.1628074,-47.7560772
2359696662,-21.1657498,-47.7562787
2359696664,-21.1663524,-47.7561569
2359696681,-21.1675192,-47.7559092
2359696685,-21.1678111,-47.7538449
2359696738,-21.1691996,-47.755158
2359696747,-21.1718432,-47.7566015
2361167802,-21.1199257,-47.7400629
2361167805,-21.123356,-47.7359927
2361167806,-21.123361,-47.736163
2361167808,-21.1235121,-47.7339456
2361167810,-21.1239696,-47.7387203
2361167815,-21.1240578,-47.7384782
2361167818,-21.1241443,-47.7387877
2361167823,-21.1242403,-47.7385837
2361167825,-21.125644,-47.7434217
2361167826,-21.1287935,-47.7499885
2361167827,-21.1289731,-47.7494549
2361167828,-21.1291292,-47.7346127
2361167835,-21.1296076,-47.7366592
2361167839,-21.1295971,-47.7441108
2361167844,-21.1297129,-47.7364375
2361167848,-21.1298137,-47.7367699
2361167854,-21.1299174,-47.7365502
2361167856,-21.1299148,-47.7470863
2361167857,-21.1300799,-47.7492414
2361167858,-21.1302688,-47.7498302
2361167861,-21.1303512,-47.7469252
2361167862,-21.1305204,-47.7490788
2361167871,-21.1307097,-47.7467928
2361167875,-21.1307554,-47.7445798
2361167880,-21.130811,-47.7465698
2361167887,-21.1309149,-47.7469034
2361167892,-21.1309865,-47.7489104
2361167893,-21.1310233,-47.7466897
2361167902,-21.1312013,-47.7447741
2361167906,-21.1313165,-47.7465842
2361167913,-21.1315134,-47.7487265
2361167923,-21.1316422,-47.7449619
2361167927,-21.1317825,-47.746414
2361167930,-21.1319713,-47.7487037
2361167931,-21.1320904,-47.7451528
2361167932,-21.1324176,-47.7356552
2361167933,-21.1324776,-47.7486936
2361167934,-21.1336164,-47.7457403
2361167935,-21.1341366,-47.745662
2361167936,-21.1345057,-47.7486498
2362615754,-21.119213,-47.7381664
2362615755,-21.1203485,-47.7422047
2362615756,-21.1205312,-47.7421215
2362615757,-21.1212086,-47.7374734
2362615758,-21.1234767,-47.7366604
2362615759,-21.1247048,-47.7406384
2362615760,-21.1263576,-47.7340589
2362615761,-21.1265109,-47.735567
2362615762,-21.1265632,-47.7360813
2362615763,-21.1266176,-47.7366163
2362615764,-21.1266716,-47.7371478
2362615765,-21.1267273,-47.7376955
2362615766,-21.1267841,-47.7382374
2362615767,-21.1268399,-47.7387688
2362615768,-21.1268968,-47.7393111
2362615769,-21.1269526,-47.7398304
2362615770,-21.128316,-47.7371259
2362615771,-21.1284817,-47.737648
2362615773,-21.1285863,-47.7345377
2362615774,-21.1286095,-47.734812
2362615775,-21.1286351,-47.7381316
2362615776,-21.1287656,-47.7352947
2362615777,-21.1287822,-47.7369587
2362615778,-21.1287907,-47.7386217
2362615779,-21.1289259,-47.7357906
2362615780,-21.1289468,-47.7391136
2362615781,-21.1290864,-47.7362866
2362615784,-21.1292495,-47.7367912
2362615785,-21.1292594,-47.7384584
2362615794,-21.1296817,-47.7547609
2362615795,-21.1296454,-47.7545736
2362615796,-21.1296921,-47.7346744
2362615798,-21.1296894,-47.7398101
2362615801,-21.1297263,-47.7382915
2362615802,-21.1297645,-47.7550682
2362615803,-21.1298007,-47.7441939
2362615815,-21.1301507,-47.7396502
2362615819,-21.1302287,-47.7381103
2362615820,-21.1302026,-47.7424662
2362615821,-21.1302025,-47.7543712
2362615822,-21.13024,-47.7364379
2362615823,-21.1302539,-47.7443789
2362615825,-21.1303801,-47.7548285
2362615826,-21.1304375,-47.7424127
2362615827,-21.1305437,-47.7553009
2362615828,-21.1306641,-47.7394702
2362615829,-21.1306663,-47.7362846
2362615830,-21.1307951,-47.7351195
2362615831,-21.1307974,-47.7559057
2362615832,-21.1310047,-47.7422742
2362615833,-21.1311444,-47.7392998
2362615834,-21.1311216,-47.736121
2362615835,-21.131292,-47.7431287
2362615836,-21.1312662,-47.7349497
2362615837,-21.1314559,-47.7420062
2362615838,-21.1314859,-47.7421577
2362615839,-21.1315659,-47.739145
2362615840,-21.1315887,-47.7359531
2362615841,-21.1317399,-47.7347682
2362615844,-21.1319625,-47.7418908
2362615845,-21.1320274,-47.7389726
2362615850,-21.1321737,-47.7434918
2362615851,-21.1322165,-47.7357298
2362615852,-21.1322367,-47.7462482
2362615854,-21.1323989,-47.7417933
2362615856,-21.1324255,-47.7419561
2362615859,-21.1324883,-47.7388059
2362615863,-21.1326388,-47.7436846
2362615864,-21.1326983,-47.7460796
2362615866,-21.1327866,-47.7447046
2362615869,-21.1328867,-47.7416779
2362615870,-21.1329207,-47.7418499
2362615874,-21.132997,-47.7386346
2362615875,-21.132985,-47.7486835
2362615876,-21.1330956,-47.7438712
2362615877,-21.1331563,-47.7459124
2362615883,-21.1333617,-47.7415757
2362615885,-21.1333937,-47.7417508
2362615887,-21.1334586,-47.7384818
2362615890,-21.1335274,-47.7486742
2362615891,-21.1335474,-47.7440622
2362615892,-21.1337313,-47.7382913
2362615896,-21.1338802,-47.7414604
2362615898,-21.1338691,-47.7416445
2362615900,-21.1338856,-47.7381761
2362615904,-21.1339953,-47.748352
2362615906,-21.1340315,-47.7402923
2362615907,-21.1339984,-47.7486633
2362615910,-21.1340322,-47.7442202
2362615914,-21.1342767,-47.7456728
2362615915,-21.134358,-47.7413504
2362615917,-21.1343805,-47.7415261
2362615920,-21.1344075,-47.7442621
2362615922,-21.1344919,-47.7401125
2362615928,-21.134667,-47.741463
2362615929,-21.1346812,-47.7418197
2362615930,-21.1346848,-47.741277
2362615936,-21.1347625,-47.7455917
2362615941,-21.1349288,-47.7443196
2362615942,-21.134963,-47.7412179
2362615953,-21.1352003,-47.7415999
2362615957,-21.1353662,-47.7405739
2362615961,-21.1355319,-47.7408779
2362615962,-21.1355476,-47.7406047
2362615966,-21.1358266,-47.7407777
2365230458,-21.1974413,-47.8096776
2365230460,-21.1978827,-47.8101984
2365230462,-21.1995563,-47.8136022
2365230463,-21.2005327,-47.8144028
2365230464,-21.2012138,-47.8134573
2365230465,-21.201328,-47.8135489
2365233732,-21.1892312,-47.8200543
2365233733,-21.1937713,-47.8209714
2365233738,-21.1947029,-47.8217388
2365233752,-21.2030166,-47.8235657
2365233773,-21.2038367,-47.826541
2365233775,-21.2039799,-47.8260777
2365233780,-21.2040505,-47.8254431
2365233782,-21.2041085,-47.822997
2365233784,-21.2041203,-47.8248483
2365233786,-21.2041698,-47.823604
2365233790,-21.2041883,-47.8242349
2365233792,-21.2042126,-47.8254617
2365233794,-21.2053311,-47.8164184
2365233796,-21.2063811,-47.8155492
2366215334,-21.2342952,-47.7654408
2366215336,-21.2344301,-47.7655832
2366215364,-21.2362836,-47.7664913
2366215372,-21.2366615,-47.765832
2366215471,-21.2389941,-47.7683591
2367935592,-21.1807942,-47.7256959
2367935593,-21.1809374,-47.7229641
2367935594,-21.181115,-47.720008
2367935595,-21.1813068,-47.7170472
2367935596,-21.1814857,-47.7140736
2367935597,-21.1815506,-47.7131016
2367935598,-21.182795,-47.7230829
2367935599,-21.1829916,-47.7201338
2367935600,-21.1833721,-47.7141981
2367935601,-21.1847202,-47.7232494
2367935602,-21.1849087,-47.7202575
2367935603,-21.185268,-47.714356
2367935604,-21.1865688,-47.7234013
2367935605,-21.186768,-47.7204065
2367935606,-21.1871456,-47.7144815
2367935607,-21.1884124,-47.7248636
2367935608,-21.1886681,-47.720528
2367935609,-21.188841,-47.7175973
2367935610,-21.1890348,-47.7145915
2367935614,-21.1923097,-47.720806
2367935615,-21.1906645,-47.7177096
2367935620,-21.1940314,-47.7366431
2367935621,-21.194045,-47.7333199
2367935623,-21.1943551,-47.736901
